id;date;price;bedrooms;bathrooms;sqft_living;floors;view;yr_built;;;
1523300140;20140904T000000;325000;1;1;730;1;0;2009;;;
7974200452;20140625T000000;975000;5;3;2620;2;0;2009;;;
7299810040;20150406T000000;790000;4;3;5370;2;0;2005;;;
993000308;20150318T000000;401000;3;2;1270;3;0;2006;;;
9578090180;20150403T000000;850000;4;3;3070;2;0;2007;;;
3355400242;20141028T000000;274900;3;2;1936;2;0;2014;;;
6762700452;20140613T000000;575000;3;3;1384;2;0;2006;;;
8141310040;20140627T000000;246950;3;3;1670;1;0;2014;;;
6382500084;20141013T000000;577450;3;3;1730;3;0;2014;;;
9826700697;20141103T000000;549900;3;2;1280;2;0;2014;;;
7853420110;20141003T000000;594866;3;3;2780;2;0;2013;;;
7853420111;20150504T000000;625000;3;3;2780;2;0;2013;;;
2025049203;20140610T000000;399950;2;1;710;2;0;1943;;;
7202300110;20140915T000000;810000;4;3;3990;2;0;2003;;;
9834201367;20150126T000000;429000;3;2;1490;3;0;2014;;;
880000205;20140729T000000;249000;3;2;1260;2;0;2011;;;
476000017;20141003T000000;553000;2;2;1400;2;0;2006;;;
6664500090;20150115T000000;750000;5;4;4500;2;0;2007;;;
3528900770;20150423T000000;710200;4;3;1670;2;0;2008;;;
1931300090;20140507T000000;610950;3;3;1680;3;0;2014;;;
7625702277;20150331T000000;406000;2;2;1110;3;0;2008;;;
1702901618;20150407T000000;420000;1;2;1070;2;0;2007;;;
603000555;20150302T000000;462500;6;3;2390;2;0;2014;;;
3304300300;20150507T000000;579950;4;3;2460;2;0;2011;;;
5637500082;20141203T000000;346000;3;2;1060;2;0;2006;;;
7853370100;20150406T000000;599832;3;3;3230;2;0;2014;;;
6181500120;20140623T000000;312891;5;3;2300;2;0;2013;;;
4216500110;20140515T000000;819995;5;3;3030;2;0;2013;;;
323079058;20150105T000000;850000;4;4;3890;2;0;2007;;;
847100047;20140917T000000;579000;4;3;3220;2;0;2012;;;
1853080150;20140811T000000;890776;5;3;3170;2;0;2014;;;
9512200090;20150501T000000;529000;3;2;2340;1;0;2010;;;
9268850040;20150327T000000;484000;3;2;1620;3;0;2009;;;
6140100028;20150501T000000;370000;3;2;1496;2;0;2006;;;
1972200555;20140714T000000;610000;3;2;1630;3;0;2014;;;
8682291050;20140708T000000;810000;2;3;2700;1;0;2007;;;
9521100866;20140618T000000;482000;3;3;1380;3;0;2008;;;
8682320900;20141105T000000;580000;3;2;1870;1;0;2009;;;
3744000150;20140928T000000;531155;4;3;2810;2;0;2014;;;
255550100;20140711T000000;326000;3;2;1930;2;0;2004;;;
7140700690;20150312T000000;239950;3;2;1600;1;0;2014;;;
6431000749;20140922T000000;349000;3;3;1340;3;0;2008;;;
3629700120;20141014T000000;669950;3;3;2330;3;0;2014;;;
3226049565;20140711T000000;504600;5;3;2360;1;0;2008;;;
5694000706;20140813T000000;535000;3;3;1320;3;0;2008;;;
6400700389;20140710T000000;875000;5;3;2960;2;0;2004;;;
6431000987;20140902T000000;385000;3;2;1630;3;0;2008;;;
3224059107;20150508T000000;649500;4;3;3150;2;0;2008;;;
121039156;20150109T000000;249000;3;1;1030;1;2;1943;;;
8562790580;20150428T000000;830000;4;4;3080;2;0;2012;;;
2325400040;20140922T000000;353000;3;3;1900;2;0;2006;;;
9268850180;20140718T000000;288790;3;2;1290;2;0;2008;;;
6031400092;20150213T000000;334950;5;3;2230;1;0;2014;;;
1853080790;20141215T000000;869950;4;3;3140;2;0;2013;;;
9521100214;20140604T000000;455000;3;2;1420;3;0;2006;;;
5693501102;20141030T000000;598500;3;3;1560;3;0;2006;;;
6891100590;20150302T000000;750000;4;3;2810;2;0;2011;;;
2254501095;20141113T000000;729999;2;2;1630;2;0;2014;;;
993001961;20140709T000000;374950;3;2;1390;3;0;2007;;;
7708200180;20140710T000000;535000;5;3;2850;2;0;2006;;;
8691430330;20140831T000000;890000;5;3;4100;2;2;2011;;;
2725079018;20140509T000000;800000;4;3;3540;2;0;2007;;;
1438000360;20140603T000000;494995;5;3;2670;2;0;2014;;;
2461900448;20140616T000000;435000;3;2;1980;3;0;2007;;;
3449820430;20141006T000000;553000;3;3;3160;2;0;2005;;;
6431000748;20141027T000000;331000;3;3;1290;3;0;2008;;;
3753000010;20140507T000000;417250;3;3;1606;3;0;2009;;;
2309710150;20140804T000000;325000;4;3;2800;2;0;2011;;;
1282300995;20150222T000000;365000;3;2;1310;2;0;2007;;;
9521100301;20140507T000000;339950;2;1;820;3;0;2006;;;
1442870040;20140819T000000;499990;4;3;2620;2;0;2012;;;
774101755;20150417T000000;320000;3;2;1790;2;0;2003;;;
2895800750;20150417T000000;274800;3;2;1410;2;0;2014;;;
2424039029;20150427T000000;325000;3;2;1330;2;0;2007;;;
6021503698;20140529T000000;305000;2;2;1000;3;0;2006;;;
2771602427;20140508T000000;438000;2;1;980;2;0;2010;;;
3438501583;20140911T000000;452000;3;3;2300;2;0;2007;;;
7853370250;20141223T000000;625000;4;3;3010;2;2;2012;;;
6003000851;20140522T000000;353000;1;1;550;2;0;2008;;;
7394400080;20150304T000000;535000;4;3;2840;2;3;2014;;;
9266700190;20150511T000000;245000;1;1;390;1;0;1920;;;
7234600098;20140905T000000;552100;3;3;1330;2;0;2005;;;
666000143;20141229T000000;785000;3;3;1950;3;0;2009;;;
3343903611;20150323T000000;615000;5;3;3090;2;0;2012;;;
5100403818;20150220T000000;369500;3;2;1108;3;0;2009;;;
2325400170;20150211T000000;391000;4;2;2190;2;0;2006;;;
5700000446;20141029T000000;465000;3;2;1590;2;0;2014;;;
9492500010;20140606T000000;879950;4;3;3010;2;0;2014;;;
2461900446;20141023T000000;372000;3;2;1330;2;0;2014;;;
7853320950;20141023T000000;412500;3;2;1680;1;0;2007;;;
5635100050;20141121T000000;380000;4;3;2864;3;0;2014;;;
3629990280;20140623T000000;497000;3;2;1630;2;0;2005;;;
5057100080;20140919T000000;469950;5;3;3223;2;0;2014;;;
5727500006;20150427T000000;679990;4;3;3320;2;0;2014;;;
9268850130;20140627T000000;288790;4;2;1350;3;0;2008;;;
6909200007;20140903T000000;620000;3;2;1458;2;0;2014;;;
1105000402;20141028T000000;630000;4;3;3640;2;0;2010;;;
9578060420;20150114T000000;525000;4;3;2650;2;0;2011;;;
3876900089;20150430T000000;687015;3;2;1470;3;0;2009;;;
9268850480;20150410T000000;308000;3;2;1300;2;0;2008;;;
2770601912;20150402T000000;570000;3;3;1550;2;0;2013;;;
3629960170;20141021T000000;445000;3;3;1710;2;0;2004;;;
4140940130;20141121T000000;450000;3;3;2240;2;0;2014;;;
6824100007;20150326T000000;427005;3;3;1460;3;0;2006;;;
1959700225;20150224T000000;720000;3;2;1370;3;0;2014;;;
923059252;20140527T000000;450800;4;3;2510;2;0;2009;;;
3052700213;20140829T000000;461100;2;2;1210;2;0;2010;;;
4319200675;20140709T000000;760000;4;2;3300;3;0;2014;;;
3629990020;20141002T000000;449500;3;2;1260;2;0;2005;;;
8562780430;20150504T000000;346100;2;2;1150;2;0;2013;;;
8658301060;20140820T000000;310000;2;2;1160;2;0;2008;;;
301402140;20150226T000000;250000;3;2;1481;2;0;2012;;;
1042700290;20140804T000000;864327;5;3;3480;2;0;2014;;;
7308600010;20140616T000000;749995;4;3;3430;2;0;2014;;;
7708210050;20140610T000000;525000;5;3;2880;2;0;2006;;;
7203160190;20141029T000000;950000;5;4;4100;2;0;2011;;;
9268850290;20150306T000000;450000;3;2;1620;3;0;2009;;;
1235700052;20140630T000000;963000;4;3;3530;2;0;2007;;;
3304040130;20150212T000000;375900;3;2;1824;1;0;2010;;;
4253400104;20150212T000000;380950;2;2;1120;2;0;2007;;;
9268851630;20140604T000000;520000;3;3;1540;2;0;2011;;;
8562780190;20141007T000000;315000;2;2;1240;2;0;2009;;;
2770601457;20150210T000000;542300;3;2;1580;3;0;2013;;;
1773100920;20141211T000000;320000;3;3;1480;2;0;2013;;;
6824100029;20141031T000000;474950;3;3;1530;3;0;2012;;;
1042700050;20140723T000000;769995;5;3;3010;2;0;2014;;;
7853280250;20150424T000000;820875;5;3;3860;2;2;2006;;;
1459920010;20150323T000000;300000;3;2;1451;1;0;2010;;;
3438500250;20140623T000000;515000;5;3;2910;2;0;2013;;;
1250200414;20150218T000000;365000;3;2;1110;2;0;2008;;;
2564900470;20140714T000000;718500;4;3;2840;2;0;2008;;;
2895800780;20150401T000000;279800;3;2;1410;2;0;2014;;;
6928000605;20140626T000000;525000;4;3;3030;2;0;2011;;;
8562770080;20141030T000000;613000;3;3;2440;2;0;2005;;;
7308600040;20140723T000000;769995;5;3;3360;2;0;2014;;;
1498301048;20140508T000000;321950;2;2;860;2;0;2007;;;
880000211;20140821T000000;255000;3;2;1260;2;0;2011;;;
7853370440;20141121T000000;637850;5;3;3340;2;2;2014;;;
3449000010;20150312T000000;294570;3;1;1140;1;0;1960;;;
4449800480;20150318T000000;677790;6;3;2800;2;0;1998;;;
301402280;20150331T000000;223990;2;2;1061;2;0;2013;;;
3630240020;20140521T000000;556000;3;3;1960;2;0;2007;;;
7203100660;20141117T000000;780000;4;3;3420;2;0;2010;;;
1806900502;20141014T000000;649000;3;3;1720;2;0;2004;;;
2781230230;20150204T000000;395000;4;3;2750;2;0;2012;;;
3629990180;20140805T000000;535000;4;2;1890;2;0;2005;;;
9352900222;20141229T000000;255000;3;2;1320;2;0;2007;;;
7853370620;20150206T000000;605000;5;4;3040;2;0;2011;;;
567000382;20141110T000000;370000;2;1;780;2;0;2009;;;
9276200220;20140717T000000;375000;1;1;720;1;0;1920;;;
1773100604;20140721T000000;346000;3;3;1500;2;0;2007;;;
9268850360;20150223T000000;302059;4;2;1390;3;0;2008;;;
2424059170;20150219T000000;900000;5;6;7120;2;4;2007;;;
9542840730;20140911T000000;288000;4;2;1610;2;0;2010;;;
7549800543;20140612T000000;300000;3;2;1470;2;0;2008;;;
4058800439;20140623T000000;664950;5;3;3190;1;2;2013;;;
7967000150;20140808T000000;353500;4;3;2050;2;0;2014;;;
8562790150;20140626T000000;782900;4;3;3060;2;0;2014;;;
1226039124;20150428T000000;529000;2;2;1540;2;0;2008;;;
2767704251;20150416T000000;514700;3;3;1310;2;0;2008;;;
291310610;20150227T000000;415000;3;2;1445;2;0;2004;;;
9126101121;20150407T000000;521500;3;3;1450;2;0;2006;;;
1604601803;20150408T000000;525000;3;3;2130;2;0;2010;;;
7702080150;20141201T000000;515000;5;3;2980;2;0;2007;;;
7853400220;20140926T000000;589410;3;3;2840;2;0;2014;;;
8562780530;20150328T000000;338500;2;3;1150;2;0;2013;;;
291310180;20140613T000000;379500;3;3;1410;2;0;2005;;;
4181200540;20140728T000000;269800;4;3;1830;2;0;2012;;;
1278000210;20150311T000000;110000;2;1;828;1;0;1968;;;
1442880610;20140829T000000;533380;4;3;2790;2;0;2014;;;
2781270530;20150326T000000;193000;2;2;910;1;0;2004;;;
993001563;20140522T000000;355000;3;2;1280;3;0;2005;;;
9578060540;20140614T000000;525000;4;3;2360;2;0;2008;;;
293070120;20140918T000000;888990;4;3;3540;2;0;2014;;;
745530040;20140911T000000;845950;5;3;4450;2;0;2014;;;
2149800278;20141015T000000;343000;6;5;2732;2;0;2009;;;
2149800273;20140613T000000;575000;3;3;1384;2;0;2006;;;
8141310041;20140627T000000;246950;3;3;1670;1;0;2014;;;
6852700097;20140806T000000;630000;3;3;1610;2;0;2005;;;
7708210040;20140912T000000;561000;5;3;3370;2;0;2006;;;
3528900771;20150331T000000;600000;3;3;1690;2;0;2008;;;
9126100813;20140828T000000;490000;3;2;1620;3;0;2014;;;
3679400503;20150330T000000;330000;3;2;1300;2;0;2011;;;
6382500085;20141013T000000;577450;3;3;1730;3;0;2014;;;
3023000410;20150430T000000;405000;5;3;2400;2;0;2011;;;
2568200120;20141215T000000;730000;5;3;2870;2;0;2006;;;
7853350220;20150324T000000;605000;3;3;2450;2;0;2013;;;
6163900628;20140516T000000;379950;3;3;1860;3;0;2007;;;
8725950360;20150501T000000;720000;2;2;1570;3;0;2007;;;
9826700698;20141103T000000;549900;3;2;1280;2;0;2014;;;
3052700385;20150414T000000;765000;4;2;2030;2;0;2015;;;
6003500749;20140701T000000;640000;2;2;1540;3;0;2007;;;
6749700063;20141215T000000;356000;2;2;1230;3;0;2007;;;
7708200880;20140923T000000;562500;5;3;2920;2;0;2007;;;
7299810041;20150406T000000;790000;4;3;5370;2;0;2005;;;
993000309;20150318T000000;401000;3;2;1270;3;0;2006;;;
9578090181;20150403T000000;850000;4;3;3070;2;0;2007;;;
9542840120;20140702T000000;274500;3;2;1450;2;0;2010;;;
1773100972;20140515T000000;312000;3;2;1490;2;0;2009;;;
3626039424;20140616T000000;320000;3;2;1200;3;0;2005;;;
7242800040;20150120T000000;519990;4;3;1690;2;0;2014;;;
1442880650;20140610T000000;533112;4;3;2790;2;0;2013;;;
3355400243;20141028T000000;274900;3;2;1936;2;0;2014;;;
8562780540;20141222T000000;325000;2;2;1150;2;0;2013;;;
1773100967;20150223T000000;299999;3;2;1350;2;0;2007;;;
2770601769;20140617T000000;435000;3;2;1230;2;0;2009;;;
2225069036;20140815T000000;925000;4;3;3640;2;0;2005;;;
993000328;20140506T000000;369950;3;2;1270;3;0;2006;;;
1257201420;20140709T000000;595000;4;3;3730;2;0;2015;;;
1523300141;20140904T000000;325000;1;1;730;1;0;2009;;;
9524100322;20141020T000000;375000;3;2;1140;3;0;2007;;;
7974200453;20140625T000000;975000;5;3;2620;2;0;2009;;;
8943600360;20150219T000000;299000;3;2;1350;2;0;2010;;;
666000142;20150326T000000;798500;3;3;1950;3;0;2009;;;
8946390040;20140508T000000;375000;6;2;3206;2;0;2012;;;
1604730150;20141014T000000;639983;5;3;2800;2;0;2014;;;
8669180150;20150326T000000;300000;4;3;1984;2;0;2010;;;
946000295;20141210T000000;469000;3;2;1440;3;0;2014;;;
2524059268;20140917T000000;799900;4;4;3650;2;0;2013;;;
6719600030;20150422T000000;837000;5;3;2940;2;0;2010;;;
9476200710;20140608T000000;530000;3;3;3400;2;0;2009;;;
3869900138;20150223T000000;489950;3;2;1590;3;0;2014;;;
2114700375;20150413T000000;357500;3;3;1730;2;0;2008;;;
8562790710;20150410T000000;725000;4;3;2610;2;0;2008;;;
2895800640;20140917T000000;239800;2;2;1290;2;0;2014;;;
6762700376;20141126T000000;650000;3;3;1540;2;0;2002;;;
9512200141;20140725T000000;479950;3;2;2260;1;0;2012;;;
282205937;20140724T000000;253101;3;2;1239;1;0;2009;;;
6300000227;20140626T000000;240000;4;1;1200;2;0;1933;;;
6300000228;20150504T000000;380000;4;1;1200;2;0;1933;;;
3013300685;20150318T000000;760000;4;3;2690;2;0;2014;;;
7600137;20140718T000000;411000;2;2;1130;2;0;2007;;;
1442880160;20140627T000000;483453;4;3;2790;2;0;2014;;;
3277801581;20141110T000000;469950;3;2;1820;3;0;2014;;;
1442880640;20140715T000000;504058;4;3;2910;2;0;2013;;;
6791900260;20140708T000000;760005;4;3;3090;2;0;2010;;;
9828702330;20150420T000000;699999;2;2;1460;2;0;2014;;;
952005863;20150505T000000;643950;3;2;1760;3;0;2015;;;
7853370260;20140711T000000;635000;4;3;3420;2;2;2012;;;
6204050161;20140608T000000;540000;5;3;2870;2;0;2007;;;
8562780200;20150427T000000;352499;2;2;1240;2;0;2009;;;
255550071;20140626T000000;330675;4;3;1930;1;0;2006;;;
7165700201;20140605T000000;275000;3;3;1390;2;0;2006;;;
4046500161;20140729T000000;441000;3;2;1720;1;0;2011;;;
6373000187;20140918T000000;497000;3;2;1460;2;0;2012;;;
2902200241;20140623T000000;562500;3;2;1300;2;0;2006;;;
291310390;20140904T000000;355000;3;2;1445;2;0;2005;;;
1604601572;20140905T000000;345000;2;2;860;2;0;2009;;;
1702900624;20140527T000000;370000;2;2;1280;2;0;2009;;;
3022900071;20140929T000000;348000;3;2;2360;1;0;2011;;;
7853280571;20140604T000000;765000;4;3;4410;2;0;2006;;;
2902200240;20140610T000000;499950;2;2;1060;2;0;2005;;;
8080400136;20140620T000000;654000;3;3;1530;2;0;2005;;;
6371000079;20140714T000000;575000;4;2;2070;3;0;2013;;;
3449000200;20150508T000000;360000;4;2;2010;1;0;1960;;;
255470030;20150429T000000;619990;4;3;2630;2;0;2015;;;
3574770030;20140828T000000;564950;4;2;2990;2;0;2014;;;
7589700055;20140611T000000;545000;2;1;1240;2;0;2014;;;
9578060370;20150408T000000;530000;4;3;2290;2;0;2012;;;
522049074;20140627T000000;459000;4;3;2530;2;0;2013;;;
1250200693;20140718T000000;515000;3;3;2100;2;0;2008;;;
1982201596;20150112T000000;540000;3;2;1630;2;0;2014;;;
3395070560;20150120T000000;440000;5;3;2610;2;0;2005;;;
173000036;20141007T000000;327000;3;3;1370;3;0;2009;;;
2862500070;20141209T000000;859950;6;4;3180;2;0;2014;;;
7017200055;20150113T000000;560000;4;3;2720;2;0;2008;;;
5100400241;20150202T000000;394950;2;1;1131;3;0;2011;;;
8141310030;20140730T000000;256703;3;2;1670;1;0;2014;;;
8682320320;20140916T000000;485000;2;2;1510;1;0;2010;;;
3753000030;20140527T000000;399950;3;3;1296;3;0;2009;;;
6844700575;20141010T000000;799000;3;2;2550;2;0;2007;;;
4188300030;20150429T000000;715000;5;3;3490;2;0;2009;;;
173000037;20141007T000000;327000;3;3;1370;3;0;2009;;;
2862500071;20141209T000000;859950;6;4;3180;2;0;2014;;;
7017200056;20150113T000000;560000;4;3;2720;2;0;2008;;;
6749700002;20140509T000000;376000;3;2;1340;3;0;2008;;;
3333001997;20140725T000000;445000;3;2;1620;1;0;2006;;;
7899800857;20141215T000000;256950;2;2;1070;2;0;2008;;;
6149700197;20141106T000000;308625;2;2;1500;3;0;1999;;;
9828702336;20150220T000000;610000;2;2;1210;2;0;2014;;;
7683800205;20140519T000000;298450;5;3;2100;1;0;2007;;;
3629700090;20140819T000000;635000;3;3;2230;3;0;2013;;;
6926700654;20140921T000000;700000;2;2;1490;3;0;2014;;;
3277801592;20140925T000000;479950;3;2;1820;3;0;2014;;;
9826700930;20140722T000000;459000;2;2;1480;3;0;2008;;;
1545808120;20140918T000000;250000;3;2;1590;1;0;1996;;;
3319500334;20150327T000000;441000;2;1;1290;2;0;2005;;;
1225039067;20150406T000000;455000;2;2;1190;2;0;2009;;;
1972201773;20150313T000000;670000;2;2;1500;3;3;2008;;;
7625702264;20150427T000000;399000;2;2;1110;3;0;2008;;;
7203101590;20150108T000000;305000;2;1;1290;2;0;2008;;;
1327600150;20141016T000000;359950;4;3;2260;2;0;2014;;;
2895730540;20141210T000000;929000;5;3;4150;2;0;2013;;;
9268851380;20150403T000000;461000;3;2;1620;3;0;2012;;;
2767600985;20141204T000000;529950;3;2;1240;3;0;2014;;;
1972200556;20140703T000000;609000;3;2;1630;3;0;2014;;;
301400930;20140618T000000;267000;3;2;1584;2;0;2012;;;
7853280610;20141117T000000;709950;4;3;3910;2;0;2006;;;
8562790940;20141223T000000;599000;3;3;1840;2;0;2013;;;
1623089165;20150506T000000;920000;4;4;4030;2;0;2008;;;
3034200087;20141212T000000;659950;5;3;3010;2;0;2008;;;
993001914;20150106T000000;344000;3;2;1250;3;0;2007;;;
2143701015;20141210T000000;290500;4;3;2510;2;0;2003;;;
6056111430;20150113T000000;335000;2;2;1270;2;0;2012;;;
207700050;20141015T000000;588000;5;3;3110;2;0;2007;;;
7852130460;20150325T000000;500000;4;3;2520;2;0;2002;;;
2768301357;20141001T000000;500000;3;2;1530;2;0;2007;;;
8562710250;20140505T000000;890000;4;4;4420;2;0;2006;;;
6824100014;20150429T000000;437000;3;3;1460;3;0;2006;;;
7905200061;20140905T000000;419700;3;2;1450;2;0;2006;;;
3524039228;20140723T000000;394000;3;2;1160;1;0;1930;;;
2781240040;20140806T000000;342000;3;2;1640;1;0;2010;;;
1222029064;20140626T000000;420000;3;2;1444;2;0;2008;;;
3021059304;20140917T000000;300000;6;3;2744;2;0;2006;;;
886000090;20150302T000000;395000;2;1;700;1;0;1943;;;
7853420480;20140618T000000;536751;3;2;1930;1;0;2013;;;
8943600020;20150426T000000;260000;3;2;1413;2;0;2009;;;
1112630130;20150220T000000;429900;4;3;2880;3;0;2014;;;
123039376;20140820T000000;535000;4;3;2360;1;0;2014;;;
2767603962;20150414T000000;462550;2;2;1070;3;0;2006;;;
4083306552;20150310T000000;602000;3;3;1460;3;0;2008;;;
745500010;20141208T000000;730000;4;3;3800;2;0;2008;;;
6056100380;20140520T000000;415000;3;2;1970;2;0;2008;;;
3574750020;20140625T000000;594000;4;3;2720;2;0;2005;;;
2547200190;20140520T000000;860000;4;3;3160;2;0;2014;;;
7237450190;20140806T000000;430760;5;3;2710;2;0;2014;;;
6003500743;20140519T000000;640000;2;2;1540;3;0;2007;;;
328000182;20150501T000000;613500;3;3;1876;3;0;2009;;;
7203120050;20141008T000000;789500;4;3;3240;2;0;2010;;;
2902201300;20141229T000000;659000;2;2;1180;2;0;2014;;;
6031400094;20150226T000000;347500;5;3;2230;1;0;2014;;;
9264450460;20140603T000000;309000;5;3;2481;2;0;2014;;;
2771102144;20140502T000000;385000;3;3;1320;2;0;2008;;;
7011201476;20150318T000000;459000;2;2;1010;2;0;2006;;;
3629960680;20140926T000000;395000;2;2;1620;2;0;2004;;;
2895730280;20140828T000000;995000;5;3;4130;2;0;2012;;;
7967000130;20150401T000000;370228;4;3;2050;2;0;2014;;;
9512200050;20140827T000000;551000;5;4;3090;2;0;2010;;;
925059137;20140602T000000;939000;4;3;3270;2;0;2014;;;
7203140110;20150324T000000;392137;3;2;1460;2;0;2010;;;
7702080110;20141016T000000;535000;5;3;2620;2;0;2007;;;
9578500820;20141125T000000;424950;4;3;3266;2;0;2014;;;
9358000552;20141029T000000;399000;3;3;1680;2;0;2009;;;
